genre_names_Action,genre_names_Adventure,genre_names_Animation,genre_names_Comedy,genre_names_Crime,genre_names_Documentary,genre_names_Drama,genre_names_Family,genre_names_Fantasy,genre_names_History,genre_names_Horror,genre_names_Missing_data,genre_names_Music,genre_names_Mystery,genre_names_Romance,genre_names_Science_Fiction,genre_names_TV_Movie,genre_names_Thriller,genre_names_War,genre_names_Western,production_country_name_Canada,production_country_name_France,production_country_name_Germany,production_country_name_Others,production_country_name_United_Kingdom,production_country_name_United_States_of_America,spoken_languages_English,spoken_languages_French,spoken_languages_German,spoken_languages_Italian,spoken_languages_Missing_data,spoken_languages_Others,spoken_languages_Spanish,metascore,rotten_tomatoes_rating,meta_critic_rating,budget,tmdb_vote_count,tmdb_vote_average,runtime_in_min,tmdb_popularity,imdb_rating,imdb_votes,total_wins,total_noms,oscar_wins,oscar_noms,bafta_wins,bafta_noms,release_year,release_month,release_day,movie_age,age_rating_18+,age_rating_Approved,age_rating_G,age_rating_GP,age_rating_M,age_rating_M/PG,age_rating_MA-17,age_rating_NC-17,age_rating_Not Rated,age_rating_PG,age_rating_PG-13,age_rating_R,age_rating_TV-14,age_rating_TV-G,age_rating_TV-MA,age_rating_TV-PG,age_rating_TV-Y7,age_rating_Unrated,age_rating_X,first_billing_actor,second_billing_actor,third_billing_actor,main_director,main_writer,secondary_writer,metascore_missing,rotten_tomatoes_rating_missing,meta_critic_rating_missing,budget_missing,is_weekend,is_holiday_season
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1157418671930681,0.5749718087381945,0.11528221296151857,-0.45999955183321,-0.5477765374510064,0.31694416258236185,-0.689239351375039,-0.1910672540087228,0.47506500448186917,-0.43176957171756,-0.35262967661654426,-0.4720458140804285,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,-1.2373396526322231,-1.4734314182496822,1.3455855366376195,1.2373396526322242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,2233.0,2358.0,1010.0,1853.0,2265.0,0,0,0,1,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,-0.42139933618041264,-0.3911555378622661,-0.4224233040105514,-0.1831473086355975,-0.5511249874512062,-0.6866050065459972,0.05228696021255672,-0.22288858426192643,-0.1519642389361167,-0.46753350674699773,-0.4009937092439445,-0.4160802864035398,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,-0.3328062114913068,0.3019860078880806,0.9909337707437577,0.332806211491308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,1103.0,3826.0,2399.0,1907.0,571.0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.10806696754588221,-1.4316003726627622,-0.10876175244351058,0.055916937906240076,-0.5000611249481598,-0.7491639157903626,0.6455080094826333,-0.23921159012907467,-0.36097398674211234,-0.3666524429757204,-0.4009937092439445,-0.4160802864035398,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,0.01509126587058408,0.8937918166006682,-1.0187595693214593,-0.015091265870582843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.0,54.0,3254.0,488.0,708.0,2265.0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.7347317048149431,-1.6173940931628508,-0.7360848555775922,-0.5895565277567214,-0.3700296499404022,-0.157460899187408,-0.8375446136925582,0.32336336643851016,-1.8240422213840806,-0.46188005210857147,-0.4009937092439445,-0.4720458140804285,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,1.3371016798457693,-0.5857227051808007,-1.728063101109183,-1.3371016798457682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,14.0,1621.0,2371.0,3371.0,195.0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.9585405395538934,-1.7245332599048835,-0.9601288209826213,0.055916937906240076,-0.4835979124471776,-1.5585198041393389,-0.4914990016183468,0.042729945881101725,-1.5105275996750878,-0.43030738926263423,-0.4009937092439445,-0.38809752256509544,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,0.01509126587058408,-1.4734314182496822,1.1091510260417117,-0.015091265870582843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,1521.0,3169.0,2656.0,2150.0,2265.0,0,1,0,0,1,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.787168371409919,0.7607655292382831,0.787414109176606,-0.6612758017192727,-0.4305807874440146,0.6245254663671574,0.39833257228676805,-0.14912224764279308,0.5795698783848665,-0.361965838625079,-0.15917354610694337,-0.10826988418065189,-0.020153543382177928,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,-2.2810320847178955,1.485597625313256,-1.728063101109183,2.281032084717897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,973.0,3614.0,2214.0,2868.0,2944.0,0,0,0,0,1,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.10806696754588221,-0.31683804966223067,-0.10876175244351058,1.848898786970022,-0.10633921242467073,-0.7296142566514988,-1.628506012719327,0.09394550958621314,-1.1970129779660938,-0.47263923831598925,-0.4009937092439445,-0.3321319948882067,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,-0.0544882296017941,-0.8816256095370946,-1.609845845811229,0.054488229601795335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.0,654.0,1772.0,2659.0,3736.0,1633.0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.41383310867898,1.0580354820384248,1.4147372123106876,-0.3743987058690676,0.10461313758791446,-0.157460899187408,-0.9858498760100773,-0.04100366174227462,0.16155038277287623,0.020016229998697545,0.7597430738136609,1.710609765318231,-0.26571370789318105,-0.2832813516498492,6.005787660880832,2.8396023681832823,0.8500452115391222,1.189694720956962,-0.9005423140235053,-0.8500452115391209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,1702.0,1103.0,1613.0,2338.0,1667.0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5185977697231787,0.6049923596324575,0.5185613506905711,-0.5058840414670782,-0.54414904995079,0.3638633445156364,-0.04658321466578937,-0.23488912167645007,0.5795698783848665,-0.4092462465405442,-0.304265643989144,-0.4160802864035398,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,0.22382975228771862,1.485597625313256,0.399847494253988,-0.22382975228771737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,2254.0,3971.0,2190.0,3142.0,2265.0,0,1,0,0,1,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.15282873449367226,-0.24252056146219525,-0.1535705455245164,0.17544906117715886,0.23771402509585512,-0.1300913763929983,-0.7881095262533852,0.12458669220268047,-0.04745936503311938,0.23911022058188658,-0.4009937092439445,-0.4720458140804285,-0.26571370789318105,-0.2832813516498492,-0.12431157412827228,-0.1286643085367071,0.4325682387048531,-1.769334322605976,-0.30945603753373563,-0.4325682387048519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,322.0,1045.0,2359.0,3048.0,1954.0,0,0,0,0,0,0
