revenue
191466556.0
136600000.0
1117982.0
22600000.0
130786397.0
4248574.0
14460000.0
29900000.0
25010896.0
37151.0
250397798.0
226904017.0
1274219009.0
46471023.0
3200000.0
34200000.0
146745280.0
54400000.0
128798265.0
516520.0
52424533.0
49276818.0
3387000.0
141774679.0
149441.0
9494985.0
5900000.0
47536959.0
6174491.0
195745823.0
214034224.0
75026327.0
92181574.0
488000.0
4934725.0
47267001.0
47088990.0
223387299.0
40996665.0
1004558444.0
42500000.0
3400000.0
865011746.0
306592201.0
18875011.0
218100001.0
5809240.0
14800000.0
5078660.0
104942695.0
8900000.0
29820616.0
8000000.0
322811702.0
714444358.0
107347356.0
16209459.0
30218387.0
9765483.0
626100000.0
4532791.0
143837.0
76019048.0
67319703.0
374743.0
1400000.0
415885488.0
1710057.0
35800000.0
31400000.0
34196922.0
473110.0
110803676.0
14096321.0
76700000.0
7717044.0
182290266.0
2341534.0
5410749.0
115101622.0
10047674.0
16671505.0
1822250.0
89500000.0
206431050.0
14463155.0
6585516.0
1074144248.0
154701.0
77672685.0
23932055.0
56631572.0
112587658.0
78176181.0
28013733.0
183097323.0
21657770.0
2600000.0
13300000.0
12506188.0
631249.0
123200000.0
7230000.0
409832.0
49369899.0
27020284.0
257850122.0
5231128.0
42647449.0
84542002.0
48600000.0
612060372.0
4017852.0
12400000.0
36993168.0
92968.0
2559939.0
114830111.0
2275557.0
49851770.0
15116634.0
193800000.0
53785551.0
47737094.0
3238539.0
1179002.0
1829804.0
4700000.0
5540941.0
20381995.0
32400000.0
5524381.0
49627779.0
34705850.0
1015744.0
29000000.0
22586863.0
99400000.0
47405566.0
257591776.0
458863600.0
14374652.0
191452.0
27979966.0
6667598.0
309492681.0
50097949.0
516930.0
44907260.0
47053625.0
1954937.0
1108983.0
69600000.0
2350174.0
1472431.0
104500000.0
116500000.0
292817841.0
152427960.0
78371200.0
20915465.0
219851172.0
339889.0
95608995.0
25300000.0
6463286.0
467989645.0
37700000.0
90810892.0
14828081.0
40084041.0
342183.0
36220872.0
12951093.0
69485490.0
4700000.0
46940541.0
284100000.0
60781545.0
29303571.0
76443243.0
29610210.0
500000.0
54700000.0
15730665.0
26500000.0
57504069.0
121461.0
25000000.0
4631.0
933959197.0
623933331.0
50100000.0
41387687.0
109862682.0
33750478.0
19571213.0
93100000.0
24109036.0
508600000.0
11859533.0
20100000.0
47281670.0
2585639.0
592116.0
3563603.0
381545846.0
17336370.0
256067149.0
118133252.0
17514980.0
250288523.0
73200000.0
30169000.0
58900031.0
3005082.0
90632641.0
7200000.0
3600000.0
109906372.0
219900000.0
