metascore,rotten_tomatoes_rating,meta_critic_rating,budget,tmdb_vote_count,tmdb_vote_average,runtime_in_min,tmdb_popularity,imdb_rating,imdb_votes,total_wins,total_noms,oscar_wins,oscar_noms,bafta_wins,bafta_noms,release_year,release_month,release_day,movie_age,age_rating_18+,age_rating_G,age_rating_MA-17,age_rating_NC-17,age_rating_Not Rated,age_rating_PG,age_rating_PG-13,age_rating_R,age_rating_TV-14,age_rating_TV-G,age_rating_TV-MA,age_rating_TV-PG,age_rating_TV-Y,age_rating_TV-Y7,age_rating_Unrated,revenue,metascore_missing,rotten_tomatoes_rating_missing,meta_critic_rating_missing,budget_missing,revenue_missing,is_weekend,is_holiday_season,genre_names_Action,genre_names_Adventure,genre_names_Animation,genre_names_Comedy,genre_names_Crime,genre_names_Documentary,genre_names_Drama,genre_names_Family,genre_names_Fantasy,genre_names_History,genre_names_Horror,genre_names_Music,genre_names_Mystery,genre_names_Romance,genre_names_Science Fiction,genre_names_TV Movie,genre_names_Thriller,genre_names_War,genre_names_Western,production_country_name_Canada,production_country_name_France,production_country_name_Germany,production_country_name_Others,production_country_name_United Kingdom,production_country_name_United States of America,spoken_languages_English,spoken_languages_French,spoken_languages_German,spoken_languages_Italian,spoken_languages_Missing_data,spoken_languages_Others,spoken_languages_Spanish
1.2274891725990948,1.4465848424966894,1.2272062657979217,-0.6942181459568577,-0.6185746378762133,1.316235362374094,-1.5789054238244835,-0.2640569741755884,1.2239196294597203,-0.5560927748162242,-0.14524942611211303,0.0040813543308230605,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,0.6875902275227438,-1.7586281370975763,-0.8883923244358403,-0.6875902275227461,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5037923.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.996958575652675,0.8220488569083144,0.9967729344385223,-0.6728869801363156,-0.4487957629361866,0.7029455418107577,1.3845302314373504,-0.19992150792305244,0.6985134519414473,-0.3699071360294829,0.3287876550520722,-0.020087991315849867,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,-0.6471790474355809,-0.8704990381905986,1.691573229338898,0.6471790474355785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13085023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1.0891708144312429,1.079210733327057,1.088946266982282,-0.6257984870206527,-0.5830146530462549,0.7029455418107577,-0.12412792033231046,-0.28667077654529155,1.2239196294597203,-0.43799344947853364,0.15641053462873208,-0.2376121021359062,-0.2558001389146181,-0.236806230807098,2.73374117621301,-0.1297087474842947,-0.980871366175162,0.9057591596233565,1.4570309062684674,0.9808713661751597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200398.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.3197014113776626,1.3363726097457997,1.3193795983416816,-0.7567035455902394,-0.543444143611414,0.9650352087181667,-0.7706956996621651,-0.27512437578127363,1.4340821004670297,-0.36971312883759144,-0.10215514600627801,-0.020087991315849867,0.05102338147374072,1.076917027461991,-0.13147433275324785,-0.1297087474842947,-0.8140252068053714,0.609716126654364,-1.0056634859710556,0.814025206805369,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606199.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-1.815485491089776,-1.2455103770433655,-1.8142535923169176,2.9940877584728516,-0.5712504475385995,-0.47121616593443316,0.5763205072750321,28.392118094037393,-1.97269439259433,-0.5473810095992988,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,2.0223595024810685,-1.4625851041285836,-0.4193076782949787,-2.0223595024810708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198291606.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
-0.06348217030085601,-0.28007347060058246,-0.06322038981471527,-0.2538041528666965,-0.6044041176056284,-0.08332345891146792,-0.28576986516477415,8.516312729086541,-0.6675426096060619,-0.5822633239118926,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,2.0223595024810685,-1.7586281370975763,-0.06749419368933259,-2.0223595024810708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34355215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.3658075307669466,0.6750992132404615,1.3654662646135616,-0.3585748596841013,-0.5787367601343802,-1.074022399821473,0.36079791416508056,3.5106832878236083,0.1731072744231745,-0.6092252181323814,-0.14524942611211303,-0.1409347195492145,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,1.1052174216628212,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60934894.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1.2274891725990948,0.9689985005761674,1.2272062657979217,0.2700493812203274,-0.1415895782021857,0.17876620799594103,1.3306495831598626,6.047311567461055,1.2239196294597203,-0.17952992080740326,0.9321075765337625,3.025249560164939,-0.2558001389146181,-0.236806230807098,6.700962650166289,13.680133218715934,1.8555133431112778,1.4978452255613415,1.1052174216628212,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173394574.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
1.7807626052705023,1.2628977879118732,1.7802462610604806,-0.5890704146823919,-0.6124251668153934,0.5719007083570539,5.74886274191387,4.18195018726274,1.644244571474339,-0.5476432510641113,4.293461424788894,6.989022246219299,4.5218803928469695,12.900426351883793,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,0.5188616139867444,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31133665.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
0.21315454603484774,1.042473322410094,0.2132996078165641,1.778747559390956,-0.20976849648518853,1.5796354776160406,0.09139467277764111,28.39448787934704,0.5934322164377932,-0.43945360887013746,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,0.4015904524515289,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472518457.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1.4119136501562306,1.520059664330616,1.4115529308854413,-0.22986908400449982,-0.6062756957545735,1.3765159857627984,-1.5789054238244835,2.04266431470321,1.5391633359706847,-0.5894466954642933,-0.4038151067471231,0.26994415644422526,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,0.2843192909163135,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191452.0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.21315454603484774,-0.059649005098803075,0.2132996078165641,3.4131705857424706,-0.4172463027111108,1.2271248756255757,0.5224398589975443,26.803819911211473,0.27818850992682964,-0.4559850638002534,-0.4038151067471231,-0.21344275648923328,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,0.2843192909163135,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688700870.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.8586402174848231,0.7853114459913513,0.8585129356228827,0.5843615016725417,-0.6036020126846519,0.9060650336639998,1.707814121102278,0.7641525349084051,1.3290008649633753,-0.5131457090743665,0.3718819351579072,2.37267722770477,0.5331746277983046,10.272979835345616,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,0.2843192909163135,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97620626.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.7550739611401154,-1.5658828526942956,-0.7545203838929136,1.7368392766639942,-0.37366526867138744,0.14731544796705195,1.0073656934949353,14.617438455938192,-1.0878675516206797,-0.4606106036911382,-0.4038151067471231,-0.4309668673092896,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,-0.536578839830194,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59184643.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1.0891708144312429,1.22616037699491,1.088946266982282,-0.3585748596841013,-0.6076125372895343,0.1669721729851072,0.41467856244256845,1.6793686635899356,0.3832697454304838,-0.5468059568675272,-0.3176265465354531,-0.3826281760159438,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,-1.2402058090414865,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970445.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0.12094230725627982,-0.42702311426843537,0.12112627527280431,-0.14903344604929172,-0.5902335973350434,0.17876620799594103,1.3845302314373504,5.178255831353579,0.06802603891952029,-0.5651804801206116,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,-1.2402058090414865,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19958572.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
-0.24790664785799185,-0.31681088151754566,-0.24756705490223485,-0.48719705289662546,-0.6233872674020723,-0.44893854424730295,-0.7706956996621651,5.86943901158654,-2.1386799066572255,-0.6133555291387013,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.4978452255613415,-1.3574769705767018,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052998.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
0.30536678481341567,0.08730063856904985,0.3054729403603239,2.365463517568423,-0.29104846181080757,0.878545618638722,-0.5012924582747257,36.05490712946347,0.488350980934139,-0.28305317949114667,-0.3176265465354531,-0.020087991315849867,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.201802192592349,0.6361327755219597,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044396565.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.996958575652675,1.079210733327057,0.9967729344385223,2.365463517568423,-0.2373074321053818,0.44085587490335,2.8931883832070113,3.614273158433542,1.644244571474339,-0.07611898207686016,1.6216160582271228,5.103813285778811,-0.2558001389146181,-0.236806230807098,10.22738173812476,19.204070005196026,1.8555133431112778,1.201802192592349,0.5188616139867444,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724720058.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.06348217030085601,-0.16986123784969276,-0.06322038981471527,-0.4004831424110632,-0.560823083565905,-0.17505484232906135,-0.9323376444946289,6.750217621832157,-0.8777050806133713,-0.5851887481475185,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,1.201802192592349,-1.0056634859710556,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.5820035011491194,0.45467474773868216,0.5819929379916032,5.718126135725376,0.04770718314826919,0.26132445307177443,2.138859307322181,9.349935132718414,0.1731072744231745,0.24158821645500692,-0.2745322664296181,1.5750888213645633,-0.2558001389146181,-0.236806230807098,0.5297292462389654,8.156196432235843,1.8555133431112778,1.201802192592349,-1.2402058090414865,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458718000.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.5963381277133664,1.3731100206627629,1.595899595972961,-0.7147952628632775,-0.5875599142651218,0.30981104144964494,-1.0400989410496047,1.1813608018161164,0.8035946874451025,-0.4850095607976929,1.4923332179096178,1.5750888213645633,-0.2558001389146181,-0.236806230807098,9.566178159132548,5.394228038995797,1.8555133431112778,1.201802192592349,-1.7092904551823478,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19571213.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
0.5820035011491194,0.7118366241574248,0.5819929379916032,-0.5357899638345303,-0.5482567731372731,-0.6048818960572109,-0.23188921688728623,-0.2563551719192403,-0.35229890309509837,-0.5281812664459512,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,0.5207440681529533,0.9057591596233565,0.6361327755219597,-0.5207440681529556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53647.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9047463368741071,1.1894229660779467,0.9045996018947625,-0.5681162733189108,-0.4089578851943536,0.7986082702319625,0.145275321055129,2.7200573612725947,0.5934322164377932,-0.17989751338151333,-0.4038151067471231,0.17326677385753356,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,2.632259645755751,1.8555133431112778,0.9057591596233565,1.8088443908741134,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51913394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.017376050911572054,-0.16986123784969276,-0.017133723542835374,-0.14903344604929172,-0.6172377963412524,-0.8997327713280463,0.1991559693326169,4.209492638866865,-1.298030022627989,-0.6079948040995963,-0.4038151067471231,-0.5034749042493084,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,0.9057591596233565,1.8088443908741134,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854594.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.8011800805293994,-1.0515590998568103,-0.8006070501647936,4.460877653916518,-0.08918539003172078,0.6701843334473324,0.8457237486624716,4.910772617147837,-0.14213643208778906,0.03665535638865289,-0.4038151067471231,-0.4309668673092896,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,0.9057591596233565,1.8088443908741134,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185700759.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9508524562633911,1.22616037699491,0.9506862681666425,-0.14903344604929172,-0.3196568706589695,0.30981104144964494,0.30691726588759266,0.5652418317902805,0.5934322164377932,-0.2810365257859596,-0.2745322664296181,-0.310120139075925,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,0.9057591596233565,1.691573229338898,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21418477.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.5706494835829795,-0.684184990687178,-0.5701737188053941,0.06050796758551783,-0.6217830575601193,0.22201100303566276,-0.17800856860979836,0.04516219301013478,-0.14213643208778906,-0.5752994868134744,-0.4038151067471231,-0.4309668673092896,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,0.9057591596233565,1.691573229338898,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15397270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.2735952919883788,1.2628977879118732,1.2732929320698017,-0.3585748596841013,-0.3707242172944736,0.7042559901452953,0.63020115555252,3.0758781044676784,1.0137571584524119,-0.2618093919790366,2.009464579179638,6.215603185525765,2.1987880241922526,10.272979835345616,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,0.9057591596233565,1.1052174216628212,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76443243.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
-0.47843724480441163,-0.6474475797702147,-0.4780003862616343,1.7368392766639942,0.05145033944615954,0.29801700643881224,0.037514024500153224,9.664360264440752,-0.4573801385987526,-0.18334369376379506,-0.4038151067471231,-0.4309668673092896,-0.2558001389146181,-0.236806230807098,-0.13147433275324785,-0.1297087474842947,1.8555133431112778,0.9057591596233565,0.753403937057175,-1.8555133431112802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478103649.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
