IMDBID;TITLE;YEAR;GENRE;DIRECTOR;WRITER;ACTORS;IMDBRATING;IMDBVOTES;METASCORE;AWARDS;BOXOFFICE;RELEASED;RUNTIME;LANGUAGE;COUNTRY;RATED;ROTTEN_TOMATOES_RATING;META_CRITIC_RATING
tt0111161;The Shawshank Redemption;1994;Drama;Frank Darabont;Stephen King, Frank Darabont;Tim Robbins, Morgan Freeman, Bob Gunton;9.3;2,995,055;82;Nominated for 7 Oscars. 21 wins & 42 nominations total;$28,767,189;14 Oct 1994;142 min;English;United States;R;89%;82/100
